Date,Product,Lot,MDL,MDA,MDB,TDL,TDA,TDB,STR
10/8/2020,YL056,3120,-0.1,0.3,0.3,-0.2,0.2,-0.1,100
10/8/2020,YL056,3121,-0.5,0.6,0.2,0.1,0,-0.5,97
10/9/2020,YL056,3145,0.2,-0.1,0.2,0.1,-0.1,0.1,100
10/10/2020,YL056,3146,0.1,-0.2,0.1,0.1,-0.1,0.1,100
10/10/2020,YL056,3147,0.9,-0.6,-0.2,0.2,-0.2,0,98.7
10/10/2020,YL056,3148,0.9,-0.7,-0.6,0.2,-0.2,-0.1,98
10/12/2020,YL056,3348,-0.2,0.1,0,-0.2,0.2,0.1,102
10/12/2020,YL056,3353,-0.1,0.1,0,-0.1,0.1,0.1,101
10/13/2020,YL056,3354,-0.2,0.2,0.2,0,0.1,0.2,102
10/16/2020,YL056,3355,0.1,0.1,0.1,-0.1,0.1,0.1,101
10/21/2020,YL056,3999,0.4,-0.1,0,0.1,0,0.1,100
10/22/2020,YL056,4001,0.4,-0.1,0.1,0,0.1,0.4,102
10/21/2020,YL056,4000,0.3,0,0.3,0.2,-0.2,-0.1,98
10/22/2020,YL056,4002,0.3,-0.1,0,-0.2,0.2,0.2,102
10/24/2020,YL056,4105,0.4,-0.2,-0.1,0.3,-0.2,0.1,98
10/24/2020,YL056,4106,0.5,-0.4,-0.1,0.3,-0.3,0,98
10/27/2020,YL056,4107,0.4,-0.2,0,0,0.2,0.3,101
10/27/2020,YL056,4108,0,0.1,0.2,0,0.2,-0.2,99
10/29/2020,YL056,4351,0.1,0.2,0.1,-0.1,0.1,0.2,101
10/29/2020,YL056,4355,0.3,-0.2,-0.2,0,0,0.1,100
11/5/2020,YL056,4695,0.1,-0.1,-0.1,-0.1,0,0,101
10/29/2020,YL056,4352,0.3,-0.2,-0.2,0,0,0.1,100
11/1/2020,YL056,4356,0.2,0.1,0,0,0.2,0.2,101
11/5/2020,YL056,4580,0.1,0,-0.1,0,0.1,0.1,100
11/5/2020,YL056,4581,0.2,0,0.1,0,0.1,0.2,101
11/5/2020,YL056,4582,0.3,-0.2,-0.1,-0.1,0.1,0.1,101
11/5/2020,YL056,4583,0.2,0,-0.3,-0.1,0.2,0.3,102
11/5/2020,YL056,4934,0.2,0,-0.1,-0.1,0.2,0.1,101
11/7/2020,YL056,4941,0.3,-0.1,0,0,0.1,-0.1,100
11/8/2020,YL056,4943,-0.1,0.3,-0.1,-0.2,0.1,-0.1,101
11/9/2020,YL056,4942,-0.3,0.5,0.4,0,0,-0.2,99
11/8/2020,YL056,4944,0.3,0.1,-0.2,-0.2,0.1,-0.2,101
11/15/2020,YL056,5441,-0.3,0.2,-0.1,-0.1,0.1,-0.4,99
11/17/2020,YL056,5445,-0.4,0.5,0.1,-0.2,0.3,-0.2,100
11/21/2020,YL056,5442,0.4,-0.2,-0.1,-0.1,0.1,0.1,101
11/17/2020,YL056,5446,-0.1,0.4,0.3,-0.1,0.2,-0.2,100
11/20/2020,YL056,5571,0.2,0.1,0.3,0,0.1,-0.1,100
11/21/2020,YL056,5572,0.4,-0.2,0.1,0,0.1,0.3,101
